tstidn,expidn,unique,agepar,region,expsit,gender,poccup,religr,politr,pedlev,fedlev,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crt1ty,crt2ty,crt3ty,crt4ty,crt5ty,crt6ty,crt7ty,crt1co,crt2co,crt3co,crt4co,crt5co,crt6co,crt7co,crtsco,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,num1nu,num2nu,num3nu,num1rf,num2rf,num3rf,num1di,num2di,num3di,relitx,politx,crt1tx,crt2tx,crt3tx,crt4tx,crt5tx,crt6tx,crt7tx,num1tx,num2tx,num3tx,expidt,timest
246,248,1 UN,23,15,3 AR,2 MA,1 ST,3 OT,1 LW,4 EU,4 EU,1,1,1,3,4,2,1,1,2,1,2,4,4,4,4,3,2,4,5,5,3,1,1,1,1,1,1,0,0,0,0,0,3,3,3,4,4,3,1,0,0,0,1,1,0,0,2,3,1,2,2,4,3,3,3,1,3,2,3,2,4,4,5,300000,894,160,255195,899,155,44805,5,5,UNIVERSALISTA,ALBERTO MAYOL,10,1 HORA 40 MINUTOS,24 HORAS,SEGUNDO,8,JULIO,3,300000,894,160,00248,2/11/2023 16:24:08
247,249,1 UN,23,15,3 AR,2 MA,1 ST,1 CA,3 RW,4 EU,4 EU,1,1,1,1,1,1,1,1,3,2,1,4,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,3,4,1,4,4,4,3,0,1,0,1,1,1,0,4,3,1,1,4,3,3,3,,1,2,4,4,5,4,1,5,200000,950,55,255195,899,155,55195,51,100,Catolisismo,Centro/Derecha,10,5 MINUTOS,12 HORAS,2DO LUGAR,8,EMILIO,27,200000,950 APROX,55,00249,2/11/2023 16:20:12
248,250,1 UN,23,15,3 AR,1 FE,1 ST,1 CA,1 LW,4 EU,4 EU,3,4,3,3,4,3,4,4,4,4,4,4,4,4,2,2,1,3,4,3,4,1,1,1,1,2,1,0,0,0,1,0,1,1,3,4,4,4,1,0,0,0,1,1,1,0,3,3,2,2,3,5,1,2,1,4,5,4,3,5,5,5,5,260000000,785,112,255195,899,155,259744805,114,43,CATOLICA,IZQUIERDA,100,1HORA,24 HORAS,SEGUNDO,8,EMILIO,18,260 MILLONES,785,112,00250,2/11/2023 17:19:26
249,251,1 UN,27,15,3 AR,2 MA,4 TC,2 CR,3 RW,4 EU,2 EM,1,1,1,3,1,2,3,1,2,3,3,4,4,4,2,2,2,2,3,4,5,2,1,1,1,3,1,0,0,0,1,0,4,4,3,4,3,4,4,1,1,0,1,0,1,1,5,3,4,3,5,5,5,3,2,1,1,4,1,1,4,3,5,16000000,850,64,255195,899,155,15744805,49,91,CRISTIANO  - TESTIGO DE JEHOVA,CENTRO DERECHA,5,5 MINUTOS,24 HORAS,SEGUNDO,7 OVEJAS,EMILIO,SE SACARON 27 METROS CUBICOS DE TIERRA PARA CREAR ESE HOYO. CREO QUE ESTA MAL PLANTEADA ESTA PREGUNTA.,16000000,850 APROX,64,00251,2/11/2023 17:12:47
250,252,1 UN,27,15,3 AR,2 MA,6 OT,3 OT,2 CE,4 EU,2 EM,3,2,4,3,3,2,4,4,4,4,4,3,4,4,4,3,3,4,4,3,5,3,1,1,2,3,2,0,0,0,1,0,3,3,3,4,3,3,1,0,0,0,1,0,0,0,1,3,1,3,3,3,3,4,3,2,4,4,3,3,4,1,5,19000000,891,60,255195,899,155,18744805,8,95,creyente ,neutral,10 pesos,100 minutos,24 hrs,segundo,7,julio,3 metros cubicos,19 Millones aproximadamente ,891,60,00252,2/11/2023 17:33:31
251,253,1 UN,25,15,3 AR,1 FE,2 IW,3 OT,5 NO,4 EU,6 PG,2,1,1,1,3,1,2,2,3,3,3,4,3,3,3,3,3,4,4,4,4,2,1,2,3,3,1,0,0,0,1,0,3,4,3,4,4,3,1,0,1,0,1,1,0,0,3,2,2,3,3,3,4,3,3,3,3,4,2,4,4,3,4,NR,700,50,255195,899,155,-88,199,105,Creo en Dios pero no me considero parte de ninguna religión,No tengo un postura ni orientación politica en concreto,10,5 minutos,24 hrs,segundo lugar,8,julio,3,no conozco la cifra exacta,700,50,00253,2/11/2023 17:41:05
252,254,1 UN,23,15,3 AR,1 FE,1 ST,1 CA,5 NO,4 EU,3 ET,1,3,1,1,1,1,1,1,4,4,4,3,4,4,4,4,2,4,3,5,4,2,2,2,1,2,2,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,2,4,2,4,4,4,4,4,3,2,4,2,4,4,4,5,10000,700,30,255195,899,155,245195,199,125,Católica,Ninguna,10,100 minutos,24 horas,segundo lugar,8,Emilio,9,10000,700,30,00254,2/11/2023 17:29:23
253,255,1 UN,24,15,3 AR,2 MA,1 ST,5 AG,1 LW,4 EU,3 ET,2,3,3,1,2,1,2,1,4,4,4,3,3,2,4,3,2,4,3,4,3,2,2,2,2,3,1,1,0,0,0,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,3,2,2,2,3,3,3,2,3,3,4,4,4,4,2,4,250000,880,60,255195,899,155,5195,19,95,agnostico,socialista moderado,5,5,47,segundo,8,emilio,27,250000,880,60,00255,2/11/2023 17:20:39
254,256,1 UN,25,15,3 AR,2 MA,1 ST,5 AG,5 NO,4 EU,3 ET,1,1,1,1,4,1,1,2,4,2,2,4,4,2,4,4,3,3,3,3,3,1,1,1,1,2,1,0,0,0,1,0,1,1,4,4,4,3,1,0,0,1,1,1,0,0,3,3,1,1,2,4,2,3,2,1,1,5,3,4,4,3,5,1300000,850,21,255195,899,155,1044805,49,134,Agnostico,No creo en la política ,105,20,47,Segundo,8,Julio,3m cubicos,1300000,850,21,00256,2/11/2023 17:54:51
255,257,1 UN,22,15,3 AR,1 FE,1 ST,4 NO,1 LW,4 EU,3 ET,3,2,1,2,3,4,1,1,2,3,2,4,3,3,3,1,1,2,3,1,2,1,1,1,1,1,1,0,0,0,1,0,3,1,3,3,1,4,1,0,0,0,0,0,1,0,1,3,4,3,3,1,3,2,1,1,1,4,1,5,4,4,5,1000000,800,33,255195,899,155,744805,99,122,ninguna,Gabriel boric,10,50,24,primero,0,emilio,9,1 millon,800,33,00257,2/11/2023 18:11:44
256,258,1 UN,22,15,3 AR,1 FE,1 ST,3 OT,1 LW,5 PT,5 PT,3,2,2,2,2,3,3,3,4,3,1,3,3,3,3,4,5,4,5,4,5,1,1,1,3,2,1,0,0,0,1,0,3,1,1,4,1,4,1,0,0,0,1,0,1,0,2,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,1,NR,870,70,255195,899,155,-88,29,85,"solo creo en dios, pero no en la iglesia. se de una presencia mas alla pero no en los dichos del hombre y sus contradicciones. ",centro-izquierda,10,20 minutos ,una hora,segundo lugar,"ninguna, todas murieron ",emilio,9,Las suficientes para poder ser una capital de la region,870,mas de 70,00258,2/11/2023 18:07:14
257,259,1 UN,23,15,3 AR,1 FE,1 ST,1 CA,5 NO,5 PT,5 PT,3,2,2,1,2,1,2,4,4,4,3,4,4,4,3,3,4,4,5,3,4,1,2,2,3,2,1,0,0,0,1,0,3,4,1,4,4,4,3,0,1,0,1,1,1,0,4,3,3,3,2,5,4,4,5,1,4,4,4,4,4,2,5,7000,1690,42,255195,899,155,248195,791,113,catolica,no tengo orientación política,10,5 minutos,12 horas,segundo lugar,8 ovejas,emilio,27 metros cubicos,7000,1690,42,00259,2/11/2023 18:42:45
258,260,1 UN,26,15,3 AR,2 MA,1 ST,2 CR,1 LW,4 EU,6 PG,1,1,1,4,1,2,2,4,4,4,3,3,4,3,3,3,2,3,3,4,4,1,1,2,1,2,1,0,0,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,2,4,2,3,4,4,4,1,1,2,1,1,1,1,2,4,200000,900,30,255195,890,155,55195,10,125,ADVENTISTA DEL SEPTIMO DÍA,SOCIALISTA,5 PESOS,5 MINUTOS,47 HORAS,SEGUNDO LUGAR,8 OVEJAS,EMILIO,27 METROS CUBICOS,200000,900 PESOS,30,00260,3/11/2023 10:38:54
259,261,1 UN,23,15,3 AR,3 NB,1 ST,1 CA,3 RW,4 EU,6 PG,1,1,3,1,3,3,2,2,4,2,3,4,4,4,4,3,3,4,4,4,4,3,1,3,3,2,1,0,0,0,1,0,3,3,3,3,4,4,1,0,0,0,0,1,1,0,2,2,5,1,3,4,1,4,3,1,2,5,5,5,2,3,5,26000,918,NR,255195,890,155,229195,28,-88,"catolico, pero no participe de la iglesia.",Centro derecha,10 pesos,1 hora y 40 minutos,24 horas,Primer lugar,8 ovejas ,Emilio,27pi,26000,918 pesos actualmente,no lo se,00261,3/11/2023 11:03:58
260,262,1 UN,27,15,3 AR,1 FE,1 ST,5 AG,1 LW,4 EU,3 ET,3,2,1,1,1,1,1,2,4,2,4,4,4,4,3,3,1,3,2,3,4,1,1,2,2,1,1,0,0,0,1,0,3,3,3,4,4,3,1,0,0,0,1,1,0,0,2,1,1,1,1,1,1,4,1,4,1,4,3,4,5,5,5,500000,900,NR,255195,890,155,244805,10,-88,"agnóstica. No descarto que pueda haber una fuerza superior o divinidad pero no es la que generalmente se piensa, o puede que no lo haya","Orientación de izquierda, con algunas ideas del partido ecológico y socialista de izq",10,100,24 hrs,segundo,8,julio,x,500.000 personas,900 pesos,no sé,00262,3/11/2023 11:57:46
261,263,1 UN,19,15,3 AR,2 MA,1 ST,2 CR,3 RW,4 EU,2 EM,9,2,2,2,4,2,2,2,4,4,4,4,4,4,2,5,5,5,3,5,5,2,3,3,5,3,1,0,0,0,1,0,3,3,3,4,1,4,1,0,0,0,1,0,1,0,2,3,5,3,3,5,3,4,3,1,3,1,1,1,1,3,5,NR,800,17,255195,890,155,-88,90,138,cristiana bautista,DÍOS,10,100 minutos,24,segundo lugar,0,emilio,24,nose,800,17,00263,3/11/2023 12:42:26
262,264,1 UN,19,15,3 AR,2 MA,1 ST,2 CR,1 LW,4 EU,2 EM,3,4,2,2,3,2,1,2,4,3,4,3,4,2,2,1,2,1,1,1,2,1,5,1,1,1,1,0,0,0,1,0,3,3,3,4,1,3,1,0,0,0,1,0,0,0,1,3,4,2,4,3,3,3,3,3,1,3,1,5,4,3,5,11000,1000,24,255195,890,155,244195,110,131,cristianismo,michel vacheliet,10,100,24,segundo,0,julio,9,11000,1000,24,00264,3/11/2023 12:34:40
263,265,1 UN,32,15,3 AR,2 MA,4 TC,4 NO,1 LW,6 PG,4 EU,1,1,1,1,2,1,1,1,2,1,2,4,3,1,2,3,1,3,1,3,3,1,1,3,3,2,1,1,0,0,1,0,3,4,3,4,4,4,1,0,1,0,1,1,1,0,4,1,1,1,1,1,1,3,1,1,1,1,1,5,5,1,5,40000,900,150,255195,890,155,215195,10,5,ninguna,Izquierda,10,5min,24hrs,2do,8,Emilio,3,40000,900,150,00265,3/11/2023 12:33:28
264,266,1 UN,25,15,3 AR,2 MA,1 ST,3 OT,3 RW,4 EU,4 EU,2,1,3,3,2,2,2,2,3,3,2,4,2,2,3,3,3,3,4,3,4,2,1,1,1,1,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,4,3,3,4,4,2,5,4,3,3,3,4,2,3,4,300000,900,NR,255195,890,155,44805,10,-88,"Creo en Dios, mas no en la iglesia.","No me identifico con ningun partido, claramente estoy en contra del comunismo y creo que eso es todo. ",10,1 hora y 40 min ,24 horas,segundo,8,Emilio,3,300.000 aprox,900 pesos aprox,NR,00266,3/11/2023 12:57:08
265,267,1 UN,30,15,3 AR,2 MA,3 PC,4 NO,1 LW,3 ET,3 ET,2,2,2,2,3,3,3,1,3,4,3,4,4,4,2,3,3,3,4,3,3,1,2,1,3,4,2,0,0,0,1,0,3,4,4,4,4,4,1,0,1,1,1,1,1,0,5,2,4,3,4,4,4,3,4,1,1,4,1,5,5,2,5,4000000,890,52,255195,890,155,3744805,0,103,NINGUNA,CENTRO IZQUIERDA,10,5 MINUTOS,47 HORAS,SEGUNDO,8,EMILIO,9,4000000,890,52,00267,3/11/2023 13:13:27
266,268,1 UN,21,15,3 AR,2 MA,1 ST,4 NO,5 NO,4 EU,4 EU,1,2,2,2,3,2,3,2,3,4,4,3,4,4,3,2,1,3,3,3,2,1,1,1,2,1,1,0,0,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,1,1,2,2,1,1,1,1,1,1,3,2,5,5,3,5,100000,850,NR,255195,890,155,155195,40,-88,No tengo una orientacion religiosa,no tengo una orientacion politica,5 pesos,5 minutos,47 horas,segundo lugar,8 ovejas,Emilio,27 metros cubicos,100000,850 pesos chilenos valen 1 dolar,No lo se,00268,3/11/2023 14:02:49
267,269,1 UN,19,1,3 AR,2 MA,1 ST,1 CA,2 CE,4 EU,3 ET,2,2,4,4,1,3,3,2,4,2,4,3,4,3,2,3,3,4,4,4,3,2,1,1,2,2,2,0,0,0,1,0,1,1,3,4,4,4,1,0,0,0,1,1,1,0,3,4,5,2,3,5,5,3,4,2,3,5,3,4,3,5,5,NR,900,20,255195,890,155,-88,10,135,CATOLICA,NEUTRA,100,90 MINUTOS,24,SEGUNDO,8,EMILIO,3,NO LO SE,900,20,00269,3/11/2023 14:35:06
268,270,1 UN,23,15,3 AR,1 FE,1 ST,6 AT,5 NO,4 EU,2 EM,2,3,2,2,2,2,2,2,1,3,2,3,3,3,3,3,3,3,3,4,4,2,1,1,1,2,1,0,0,0,1,0,1,4,3,4,4,4,1,0,1,0,1,1,1,0,4,3,4,3,4,3,5,3,4,2,4,3,4,4,4,3,4,NR,850,34,255195,903,155,-88,53,121,No creo que un ser superior. ,No me encuentro de acuerdo 100% a un partido. ,11,5 minutos,24,Segundo ,8,Emilio ,9,No sé ,850,34,00270,11/11/2023 11:27:50
269,271,1 UN,23,15,3 AR,1 FE,1 ST,4 NO,1 LW,4 EU,3 ET,4,4,2,2,4,4,1,1,4,1,1,2,4,4,5,3,5,3,5,5,5,5,1,1,3,3,4,0,0,0,1,0,3,1,1,3,1,3,1,0,0,0,0,0,0,0,0,3,5,1,2,4,5,3,5,1,1,4,1,5,4,1,5,200000,750,20,255195,890,155,55195,140,135,no tengo,centro izquierda ,10,15min.,30,primero,ninguna porque todas murieron,julio,3 centrimetros cubicos,200.000 aprox.,750,20,00271,3/11/2023 14:56:44
270,272,1 UN,49,15,3 AR,1 FE,2 IW,2 CR,3 RW,2 EM,2 EM,2,1,1,2,3,1,4,3,2,1,2,4,4,4,3,5,5,5,5,5,5,3,1,2,2,2,1,1,0,0,0,0,3,3,3,4,3,3,1,0,0,0,1,0,0,0,1,5,3,1,5,5,5,2,2,5,5,5,5,5,1,5,5,13000000,850,NR,255195,890,155,12744805,40,-88,cristiana,derecha,10,100,24,segundo,7,julio,9,13000mil,850,nose,00272,3/11/2023 15:02:26
271,273,1 UN,18,15,3 AR,1 FE,1 ST,1 CA,1 LW,2 EM,4 EU,4,2,1,1,1,1,2,2,4,1,4,3,4,4,4,4,3,4,5,4,4,2,1,1,1,3,1,0,0,0,0,1,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,3,2,4,3,4,3,5,3,5,4,4,5,5,3,2,5,15000,2000,NR,255195,890,155,240195,1110,-88,catolico,bachelet,10,100,24,1 lugar,7,julio,9,15 mil,2 mil,NR,00273,3/11/2023 14:58:58
272,274,1 UN,25,15,3 AR,1 FE,3 PC,1 CA,5 NO,4 EU,4 EU,3,2,3,2,4,3,4,2,4,4,4,4,4,4,3,3,3,4,4,5,5,2,1,2,2,3,1,0,0,0,0,0,3,3,1,3,3,4,3,0,0,0,0,0,1,0,1,2,5,1,2,5,5,4,3,4,5,5,5,5,3,5,5,300000,850,35,255195,890,155,44805,40,120,CATOLICA ,SIN ORIENTACION ,10,100 MINUTOS,12 HORAS,PRIMER LUGAR,7,EMILIO,27,300000,850 PESOS APROX,35,00274,3/11/2023 14:54:07
273,275,1 UN,19,15,3 AR,1 FE,1 ST,4 NO,5 NO,4 EU,3 ET,3,2,2,2,4,2,2,3,4,4,3,4,3,4,3,3,2,5,4,4,4,2,1,1,2,1,1,0,0,0,1,0,4,1,1,3,4,3,1,1,0,0,0,1,0,0,2,3,1,3,5,4,4,4,1,2,4,5,2,5,5,4,4,5000000,758,NR,255195,881,155,4744805,123,-88,no presento una orientacion religiosa,ninguno,5pesos,1minuto,3horas,en el primer lugar,8ovejas,Julio,no entendi,5millones aprox,758pesos,NR,00275,6/11/2023 12:01:47
274,276,1 UN,24,15,3 AR,2 MA,1 ST,3 OT,3 RW,4 EU,2 EM,2,3,3,4,3,2,2,2,4,2,1,4,4,4,4,2,2,4,2,5,4,2,1,1,2,2,1,0,0,0,1,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,2,5,2,4,2,3,2,1,3,2,3,2,5,5,3,5,190000,940,155,255195,881,155,65195,59,0,Creyente no practicante,Liberal Progresista,10 pesos,100 minutos,24 horas,segundo,8,Emilio,27 metros cubicos,190000 personas,940 pesos,155 diputados,00276,6/11/2023 11:25:03
275,277,1 UN,19,15,3 AR,1 FE,1 ST,6 AT,5 NO,4 EU,2 EM,3,2,3,2,2,2,3,3,4,3,3,4,4,4,3,3,1,5,4,2,5,1,1,2,3,1,1,0,0,0,1,0,3,4,3,4,1,3,1,0,1,0,1,0,0,0,2,1,1,1,3,1,1,1,1,1,1,2,1,5,4,4,5,1000000,800,15,255195,881,155,744805,81,140,atea no creo en nada ,no tengo una postura definida pero la que mas etoy deacuerdo es en lo que tiene que ver en el capitalismo y que no haya una religión de por medio ,10,5 minutos ,24 horas,en el segundo ,5 ovejas muertas ,julio,NR,creo que mas de 1.000.000,800 aprox.,15,00277,6/11/2023 11:43:44
276,278,1 UN,19,1,3 AR,1 FE,1 ST,1 CA,5 NO,4 EU,3 ET,1,2,3,4,3,3,4,4,4,4,3,4,4,2,4,2,3,5,4,4,5,1,1,1,1,1,1,0,0,0,1,0,3,3,1,4,3,4,1,0,0,0,1,0,1,0,2,2,2,1,5,5,3,2,4,1,2,5,5,5,5,5,5,NR,1000,NR,255195,881,155,-88,119,-88,SOY CATOLICA,NETAMENTE NO TENGO ORIENTACION POLITICA,10 PESOS,100 MINUTOS,48 HORAS,EN SUGUNDO LUGAR,7 OVEJAS,EMILIO,9,NO LO SE,1000 PESOS,NO LO SE,00278,6/11/2023 11:42:36
277,279,1 UN,18,15,3 AR,1 FE,1 ST,4 NO,5 NO,4 EU,6 PG,1,4,4,2,1,4,2,2,4,4,4,4,4,4,3,5,3,5,5,5,5,2,1,1,1,1,1,0,0,0,1,0,3,3,3,4,4,3,1,0,0,0,1,1,0,0,2,5,3,3,1,1,3,5,5,1,1,5,2,1,1,1,5,300000,800,5,255195,881,155,44805,81,150,NO TENGO,NO SABRIA,10,100 MINUTOS,24,SEGUNDO LUGAR ,8,JULIO,9 M,300000,800 PESOS,5,00279,6/11/2023 11:35:28
278,280,1 UN,24,15,3 AR,2 MA,1 ST,5 AG,3 RW,4 EU,4 EU,2,2,2,3,3,2,2,3,3,3,4,3,4,3,2,3,2,4,2,2,3,2,1,1,2,2,2,0,0,0,0,0,3,3,3,3,4,4,3,0,0,0,0,1,1,0,2,2,5,3,2,3,4,3,4,2,4,3,2,4,4,3,5,240000,883,58,255195,881,155,15195,2,97,Agnóstico,Republicano,10,100,24,primer lugar,8,Emilio,27,240000,883,58,00280,6/11/2023 11:59:19
279,281,1 UN,23,15,3 AR,1 FE,1 ST,2 CR,3 RW,4 EU,4 EU,1,3,2,2,1,1,1,1,4,4,4,4,4,4,3,3,4,4,2,2,5,1,1,1,1,3,2,0,0,0,1,0,4,4,1,4,4,4,1,1,1,0,1,1,1,0,5,4,5,1,4,3,5,3,3,1,3,4,3,5,1,4,5,250000,900,15,255195,881,155,5195,19,140,"Cristiana, sin llegar a extremos religiosos",Centro derecha,5,5 minutos,Aproximadamente 7 horas,En el segundo lugar,8,Emilio,9 m cúbicos,Aproximadamente 250.000,Aproximadamente 900 pesos chilenos,Supongo que más de 15,00281,6/11/2023 11:57:56
280,282,1 UN,24,15,3 AR,2 MA,1 ST,2 CR,3 RW,4 EU,6 PG,2,2,1,2,2,1,1,1,3,2,4,4,3,2,3,3,3,5,2,4,4,4,1,2,3,4,2,0,0,0,1,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,1,2,1,5,4,4,4,5,3,5,5,2,4,4,3,5,4500,945,26,255195,881,155,250695,64,129,CRISTIANO,CENTRO DERECHA,10,100 MINUTOS,24,SEGUNDO LUGAR,8,EMILIO,27 METROS CÚBICOS,4500,945,26,00282,6/11/2023 12:14:01
281,283,1 UN,20,15,3 AR,1 FE,1 ST,5 AG,5 NO,4 EU,2 EM,2,2,2,2,2,2,2,2,4,3,2,4,3,2,3,4,2,4,3,4,3,2,1,2,2,2,2,0,0,0,1,0,1,4,1,4,4,4,1,0,1,0,1,1,1,0,4,1,2,1,2,2,2,2,1,1,2,3,1,4,4,3,5,1000000,900,10,255195,881,155,744805,19,145,"Agnóstica, la existencia o no de algún/os dios/es no afecta a mi vida diaria",No tengo una tendencia ni orientación política,1,5 minutos,12 horas,segundo lugar,8,Emilio,3 metros cúbicos,1000000,900 pesos chilenos,10,00283,6/11/2023 12:34:11
282,284,1 UN,18,15,3 AR,1 FE,1 ST,1 CA,5 NO,4 EU,3 ET,1,2,2,1,1,2,3,2,4,4,4,4,3,3,3,3,4,4,3,4,4,2,1,2,3,3,2,1,0,0,1,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,3,1,1,4,3,2,2,1,3,4,5,4,4,5,3,5,30000,1000,NR,255195,881,155,225195,119,-88,CATOLICA,NO TENGO,10 PESO,100MINUTOS,24 HORAS,SEGUNDO LUGAR,8,EMILIO,27M3,30000,1000PESOS,NO SE,00284,6/11/2023 12:25:33
283,285,1 UN,25,15,3 AR,2 MA,1 ST,2 CR,3 RW,4 EU,4 EU,2,2,1,2,1,2,1,1,4,4,4,4,4,3,5,5,4,5,5,5,4,3,1,3,2,5,4,0,0,0,1,0,3,1,3,3,1,4,3,0,0,0,0,0,1,0,1,3,5,2,4,5,4,4,2,2,3,4,3,3,3,2,5,NR,785,27,255195,881,155,-88,96,128,CRISTIANA,Kast,10,20 MINUTOS,24 HORAS,PRIMER LUGAR,NINGUNA,EMILIO,27 METROS CUBICOS,NO TIENE CAPITAL LA REGIÓN,785,27,00285,6/11/2023 12:33:27
284,286,1 UN,24,15,3 AR,1 FE,1 ST,3 OT,8 NR,3 ET,4 EU,1,3,3,2,3,2,2,2,4,4,3,4,2,3,3,3,3,4,4,5,4,3,2,3,3,3,2,1,0,0,1,0,3,1,3,3,4,4,3,0,0,0,0,1,1,0,2,3,3,2,3,5,5,4,4,3,3,3,3,5,4,4,4,12000,800,24,255195,881,155,243195,81,131,"creo en lo mío, que cada quien construye su camino ",me limito ,10,10.000,24,1,8,emilio,27,12000,800,24,00286,6/11/2023 12:42:47
285,287,1 UN,18,1,3 AR,1 FE,1 ST,2 CR,5 NO,4 EU,6 PG,3,2,1,2,3,3,3,3,3,4,4,4,4,4,3,2,3,3,5,4,3,2,2,1,3,2,2,0,0,0,1,0,3,1,1,4,4,4,1,0,0,0,1,1,1,0,3,3,1,1,4,4,2,3,1,1,1,2,1,2,3,3,5,1000000,756,15,255195,881,155,744805,125,140,ADVENTISTA DEL SEPTIMO DIA,APOLITICA,10 PESOS,500 MINUTOS,12 HORAS,EN EL SEGUNDO,8 OVEJAS VIVAS,EMILIO,1 METRO CUBICO,1 MILLON,756 PESOS,MAS DE 15,00287,6/11/2023 12:30:08
286,288,1 UN,23,15,3 AR,1 FE,1 ST,3 OT,1 LW,4 EU,6 PG,2,1,1,2,2,1,1,2,3,2,3,3,3,4,3,3,2,4,2,4,4,2,1,2,1,2,1,0,0,0,0,0,3,1,2,4,4,4,3,0,0,0,1,1,1,0,3,3,2,2,3,4,3,3,3,2,3,4,4,3,3,2,4,135000,800,100,255195,881,155,120195,81,55,Soy creyente de que hay algo mas grande y poderoso que nosotros pero no lo encierro a las relegiones,Creo que me podria representar la centroizquierda,10,UN MINUTO,NR,SEGUNDO,8,EMILIO,27,135000,800,100,00288,6/11/2023 12:44:11
287,289,1 UN,24,15,3 AR,1 FE,1 ST,1 CA,3 RW,4 EU,4 EU,3,2,1,3,3,9,4,4,3,3,4,4,4,3,3,2,3,3,3,2,2,1,1,1,2,3,1,0,0,0,0,0,1,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,3,1,5,3,4,4,4,1,2,4,4,4,3,4,5,700000,970,51,255195,881,155,444805,89,104,catolica,Kast,0,100,24,Segundo,8,Emilio,9,700000,970,51,00289,6/11/2023 12:45:02
288,290,1 UN,20,15,3 AR,2 MA,1 ST,6 AT,5 NO,4 EU,4 EU,1,2,2,3,4,4,1,1,4,4,4,4,4,2,3,4,4,5,2,3,3,1,1,1,2,1,1,1,0,1,0,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,4,1,1,3,1,1,2,1,1,1,1,1,5,4,1,5,100000,900,22,255195,881,155,155195,19,133,no creo que no existan dioses ni ningún ente superior,No poyo a ningún partido político,10,1 hora con 40 minutos,24,segundo,8,emilio,1,100000,900,22,00290,6/11/2023 13:27:37
289,291,1 UN,21,15,3 AR,2 MA,1 ST,6 AT,1 LW,4 EU,4 EU,1,1,2,3,3,3,1,3,4,2,3,4,4,4,2,3,2,5,5,5,3,1,1,1,1,2,1,0,0,0,1,0,4,4,4,4,1,4,3,1,1,1,1,0,1,0,5,3,1,3,3,4,1,4,1,1,3,5,3,5,4,3,5,250000,924,120,255195,881,155,5195,43,35,Ateísmo,Stalinismo,5,5,47,Segundo,1,Emilio,27,250000,924,120,00291,6/11/2023 13:19:06
290,292,1 UN,21,1,3 AR,2 MA,1 ST,6 AT,1 LW,4 EU,4 EU,2,1,1,3,3,2,1,1,4,4,4,4,4,3,2,2,1,2,1,1,1,5,2,2,2,1,1,0,0,0,1,0,3,3,4,4,3,4,4,0,0,1,1,0,1,1,4,1,1,1,2,1,1,2,1,1,1,1,1,4,5,2,5,3000000,800,7,255195,881,155,2744805,81,148,Ateo,Izquierda,10,1 hora con 40 minutos,47,segundo,7,Emilio,0,3000000,800,7,00292,6/11/2023 14:03:47
291,293,1 UN,20,15,3 AR,2 MA,1 ST,6 AT,3 RW,4 EU,5 PT,1,2,2,2,2,3,2,2,3,3,3,4,2,4,3,3,4,4,3,4,4,3,2,2,3,4,2,0,0,0,1,0,1,3,4,4,4,4,1,0,0,1,1,1,1,0,4,2,2,3,3,3,3,3,2,1,1,3,1,4,4,2,5,30000,800,NR,255195,881,155,225195,81,-88,ateo,derecha,15 pesos,una hora cuarenta minutos,47 horas,segundo lugar,8,Emilio,3 metros cubicos ,unas 30mil supongo,800 pesos aprox,no lo se,00293,6/11/2023 13:56:32
292,294,1 UN,21,15,3 AR,2 MA,1 ST,4 NO,3 RW,4 EU,3 ET,2,1,2,3,4,3,3,3,4,3,4,4,3,2,3,2,4,3,5,3,3,1,1,1,1,2,1,1,0,0,1,0,3,3,3,4,4,3,3,0,0,0,1,1,0,0,2,2,2,3,1,4,4,4,3,3,3,3,3,4,4,2,4,900000,860,10,255195,881,155,644805,21,145,no soy creyente,Jose Antonia Kast,10,100,24 horas,segundo lugar,8,Julio,3 al cubo ,900000,860 pesos,10,00294,6/11/2023 14:06:00
